movie_name,release_year,budget,box_office,profit,actor,actor_fee,director,genre,imdb_rating
Queen 737,2015,405715904.0,977048711.0,571332807,Kartik Aaryan,412494807,Zoya Akhtar,Action,6.7
Shadow 738,2026,475807562.0,949687804.0,473880242,Akshay Kumar,403481701,Rajkumar Hirani,Musical,4.1
Shadow 739,2013,,945596501.0,458242781,Shah Rukh Khan,285637714,Anurag Kashyap,Crime,7.8
King 740,2014,134609409.0,629679360.0,495069951,Akshay Kumar,335496867,Anurag Kashyap,Crime,4.7
Love 741,2021,360308371.0,1099062615.0,738754244,Ranveer Singh,447334568,Siddharth Anand,Comedy,7.4
Sultan 742,2005,117097276.0,234938258.0,117840982,Kartik Aaryan,284240207,Rohit Shetty,Fantasy,9.2
Alpha 743,2011,482932864.0,,230040464,Ranveer Singh,383422877,Imtiaz Ali,Comedy,8.6
Queen 744,2003,341551571.0,534958381.0,193406810,Shah Rukh Khan,321711493,Sanjay Leela Bhansali,Crime,
Mission 745,2017,153608261.0,1066022062.0,912413801,Salman Khan,478170008,Rohit Shetty,Action,9.1
Zara 746,2003,429646433.0,1035243706.0,605597273,Kartik Aaryan,439916940,Rohit Shetty,Musical,4.2
Mission 747,2011,94306205.0,826365285.0,732059080,Ranbir Kapoor,400192311,Siddharth Anand,Musical,6.7
Love 748,2004,76026245.0,937198285.0,861172040,Akshay Kumar,255744558,Karan Johar,Action,5.3
Zara 749,2008,209950244.0,927890119.0,717939875,Kareena Kapoor,242806048,Anurag Kashyap,Romance,4.8
Storm 750,2013,231947490.0,1167664024.0,935716534,Ajay Devgn,266291174,Anurag Kashyap,Action,6.4
Zara 751,2002,191625379.0,479644211.0,288018832,Ajay Devgn,434664405,Imtiaz Ali,Fantasy,4.3
Mission 752,2018,41036414.0,1040869204.0,999832790,Alia Bhatt,402987343,Zoya Akhtar,Fantasy,6.2
Fire 753,2010,498139599.0,817675754.0,319536155,Aamir Khan,463994154,Zoya Akhtar,Musical,7.4
Mission 754,2017,345200548.0,1141675875.0,796475327,Kartik Aaryan,370059744,Siddharth Anand,Horror,8.9
Hero 755,2002,29848211.0,556913031.0,527064820,Ranveer Singh,229376187,Imtiaz Ali,Musical,9.5
Warrior 756,2010,416436148.0,1048998267.0,632562119,Salman Khan,32574455,Rajkumar Hirani,Musical,7.3
Warrior 757,2003,,417348327.0,14366244,Kangana Ranaut,220241504,Zoya Akhtar,Musical,5.9
Hero 758,2018,405598000.0,361195844.0,-44402156,Hrithik Roshan,201988658,Sanjay Leela Bhansali,Musical,8.6
Love 759,2022,317501262.0,989521562.0,672020300,Salman Khan,403514260,Karan Johar,Musical,8.1
Storm 760,2011,253905606.0,309119245.0,55213639,Salman Khan,402059041,Karan Johar,Fantasy,4.5
Tiger 761,2002,208263323.0,884995885.0,676732562,Ayushmann Khurrana,236226748,Karan Johar,Thriller,7.2
Tiger 762,2023,233833480.0,1068394700.0,834561220,Salman Khan,97495266,Imtiaz Ali,Crime,7.9
Zara 763,2022,124161595.0,563178386.0,439016791,Hrithik Roshan,37505956,Imtiaz Ali,Musical,6.0
Zara 764,2011,316963864.0,577909377.0,260945513,Aamir Khan,300664033,Imtiaz Ali,Drama,6.0
Storm 765,2004,86310727.0,877901512.0,791590785,Kartik Aaryan,246429051,Rajkumar Hirani,Thriller,8.9
Zara 766,2017,197179476.0,219726342.0,22546866,Kangana Ranaut,43988722,Karan Johar,Crime,7.2
Tiger 767,2026,396565037.0,1241725840.0,845160803,Kartik Aaryan,91301614,Imtiaz Ali,Musical,7.5
Fire 768,2010,57950613.0,866741798.0,808791185,Kartik Aaryan,376751963,Karan Johar,Fantasy,5.3
Mission 769,2014,405090173.0,652919413.0,247829240,Alia Bhatt,67529123,Imtiaz Ali,Action,7.1
Zara 770,2020,310300261.0,351731563.0,41431302,Akshay Kumar,352164209,Rajkumar Hirani,Musical,5.0
Mission 771,2017,106499001.0,1089843192.0,983344191,Aamir Khan,167619380,Sanjay Leela Bhansali,Romance,8.6
Warrior 772,2019,182030169.0,,381427170,Kartik Aaryan,44150410,Siddharth Anand,Action,5.9
Queen 773,2008,58868720.0,131967443.0,73098723,Shah Rukh Khan,310865534,Imtiaz Ali,Thriller,4.8
Queen 774,2021,100833754.0,114091893.0,13258139,Kartik Aaryan,194639115,Imtiaz Ali,Action,7.9
Mission 775,2010,148477418.0,501681600.0,353204182,Kangana Ranaut,84943269,Rajkumar Hirani,Romance,5.3
Warrior 776,2012,71783840.0,310929125.0,239145285,Aamir Khan,190905577,Siddharth Anand,Musical,6.2
Mission 777,2000,154504032.0,699437812.0,544933780,Kartik Aaryan,382440172,Rohit Shetty,Romance,8.2
Tiger 778,2002,464341962.0,1097025935.0,632683973,Ayushmann Khurrana,129230094,Imtiaz Ali,Horror,7.0
Mission 779,2017,252527141.0,247401047.0,-5126094,Aamir Khan,456284773,Siddharth Anand,Thriller,7.6
Hero 780,2019,144694983.0,,851393076,Alia Bhatt,224093362,Anurag Kashyap,Romance,7.2
Legend 781,2002,171403986.0,217734845.0,46330859,Ajay Devgn,394966382,Rohit Shetty,Comedy,8.0
Warrior 782,2025,180888125.0,1080002465.0,899114340,Alia Bhatt,203950901,Zoya Akhtar,Crime,5.5
Legend 783,2010,,949942230.0,931419612,Deepika Padukone,91793463,Rajkumar Hirani,Crime,4.0
Fire 784,2022,272517373.0,1041208194.0,768690821,Ajay Devgn,308907124,Rohit Shetty,Drama,7.0
Zara 785,2011,446358610.0,800489743.0,354131133,Kangana Ranaut,342826319,Anurag Kashyap,Fantasy,
Tiger 786,2011,113611176.0,540972804.0,427361628,Aamir Khan,138928055,Rajkumar Hirani,Thriller,7.7
Shadow 787,2009,444014227.0,1164756344.0,720742117,Akshay Kumar,145766272,Siddharth Anand,Horror,4.2
Alpha 788,2006,450837307.0,1086352858.0,635515551,Ajay Devgn,79563963,Zoya Akhtar,Musical,6.7
Shadow 789,2019,313407352.0,451880013.0,138472661,Shah Rukh Khan,335768459,Imtiaz Ali,Drama,4.7
Fire 790,2025,157278710.0,313277739.0,155999029,Kangana Ranaut,383987052,Rajkumar Hirani,Musical,
Queen 791,2020,371367694.0,1333985928.0,962618234,Alia Bhatt,47843627,Anurag Kashyap,Fantasy,8.6
Tiger 792,2011,287700188.0,1052693551.0,764993363,Aamir Khan,494487820,Sanjay Leela Bhansali,Action,
Raja 793,2010,53920818.0,948919343.0,894998525,Kartik Aaryan,453616094,Rajkumar Hirani,Romance,9.4
Sultan 794,2010,176862627.0,194340988.0,17478361,Alia Bhatt,355702536,Rohit Shetty,Action,6.6
King 795,2026,144437561.0,359816686.0,215379125,Shah Rukh Khan,274249463,Sanjay Leela Bhansali,Horror,8.6
Zara 796,2024,332103597.0,947358117.0,615254520,Hrithik Roshan,430222299,Rohit Shetty,Crime,
King 797,2022,44911758.0,835271764.0,790360006,Salman Khan,53287194,Siddharth Anand,Action,5.7
Warrior 798,2001,168332233.0,1030936887.0,862604654,Ajay Devgn,235651954,Rohit Shetty,Fantasy,
Queen 799,2014,436900784.0,,409675039,Kartik Aaryan,352446874,Rohit Shetty,Horror,7.6
Legend 800,2006,67985597.0,128247779.0,60262182,Aamir Khan,339532201,Rohit Shetty,Romance,9.0
Tiger 801,2023,343316782.0,770728509.0,427411727,Salman Khan,150541492,Imtiaz Ali,Action,4.3
Storm 802,2011,177067914.0,753774421.0,576706507,Ayushmann Khurrana,436341066,Imtiaz Ali,Comedy,6.6
Warrior 803,2018,363087547.0,1041407027.0,678319480,Salman Khan,50772178,Sanjay Leela Bhansali,Musical,8.5
Raja 804,2020,497747341.0,663849947.0,166102606,Kareena Kapoor,56723996,Anurag Kashyap,Romance,7.7
King 805,2018,313920962.0,1298004010.0,984083048,Ranveer Singh,350767855,Zoya Akhtar,Fantasy,5.8
Tiger 806,2007,11984850.0,647855750.0,635870900,Akshay Kumar,392169955,Sanjay Leela Bhansali,Crime,7.4
King 807,2025,407328171.0,,353632224,Akshay Kumar,234916174,Imtiaz Ali,Action,6.0
Hero 808,2014,114369555.0,742259892.0,627890337,Kartik Aaryan,430992257,Anurag Kashyap,Action,9.4
Hero 809,2023,103568289.0,418444539.0,314876250,Kangana Ranaut,317697583,Sanjay Leela Bhansali,Comedy,5.1
Love 810,2021,83682060.0,440547273.0,356865213,Alia Bhatt,442739715,Rohit Shetty,Horror,9.1
Shadow 811,2005,292891637.0,1292046756.0,999155119,Kareena Kapoor,354579980,Karan Johar,Drama,4.7
Warrior 812,2012,382778409.0,734631983.0,351853574,Ranveer Singh,341880505,Karan Johar,Romance,9.1
Hero 813,2025,89761258.0,391605627.0,301844369,Akshay Kumar,48593194,Zoya Akhtar,Comedy,8.7
Zara 814,2025,262687578.0,1062014374.0,799326796,Alia Bhatt,350114649,Rohit Shetty,Comedy,6.8
Tiger 815,2016,259251598.0,401449790.0,142198192,Ranveer Singh,402513478,Anurag Kashyap,Musical,7.8
Queen 816,2020,434463284.0,1011509851.0,577046567,Alia Bhatt,39651887,Sanjay Leela Bhansali,Romance,8.9
Queen 817,2012,316752141.0,435554376.0,118802235,Kangana Ranaut,220847358,Zoya Akhtar,Musical,4.5
Raja 818,2018,32088436.0,481650163.0,449561727,Ayushmann Khurrana,353464387,Anurag Kashyap,Fantasy,6.5
Hero 819,2012,23270480.0,166077712.0,142807232,Hrithik Roshan,145515266,Zoya Akhtar,Drama,6.0
Shadow 820,2002,431912512.0,678721539.0,246809027,Akshay Kumar,72832990,Rohit Shetty,Drama,6.0
Hero 821,2009,410082295.0,1235788304.0,825706009,Kareena Kapoor,386972382,Zoya Akhtar,Romance,7.9
Fire 822,2017,499831642.0,730223695.0,230392053,Aamir Khan,433431453,Zoya Akhtar,Thriller,8.5
Legend 823,2024,361816077.0,324583641.0,-37232436,Hrithik Roshan,371162450,Imtiaz Ali,Fantasy,5.3
Legend 824,2025,306683055.0,1070172732.0,763489677,Hrithik Roshan,407894791,Siddharth Anand,Horror,8.4
Fire 825,2013,122519957.0,543549880.0,421029923,Hrithik Roshan,477920888,Rajkumar Hirani,Horror,4.8
Tiger 826,2025,363716393.0,1209537994.0,845821601,Ranveer Singh,202440677,Sanjay Leela Bhansali,Fantasy,6.3
Hero 827,2010,325119114.0,300072699.0,-25046415,Kartik Aaryan,441635765,Rajkumar Hirani,Comedy,4.8
Legend 828,2019,318098796.0,1198973640.0,880874844,Ajay Devgn,224718847,Sanjay Leela Bhansali,Fantasy,4.4
Tiger 829,2020,490361916.0,767472495.0,277110579,Shah Rukh Khan,112032378,Rohit Shetty,Musical,
Raja 830,2002,499274787.0,1483282316.0,984007529,Ajay Devgn,172373424,Sanjay Leela Bhansali,Romance,5.6
Alpha 831,2005,185434416.0,1058538145.0,873103729,Ajay Devgn,229973045,Imtiaz Ali,Drama,4.7
Mission 832,2006,79756863.0,964394436.0,884637573,Akshay Kumar,186299617,Karan Johar,Crime,4.9
Fire 833,2021,256400360.0,502152857.0,245752497,Akshay Kumar,23996092,Imtiaz Ali,Crime,4.4
Mission 834,2018,482038053.0,959200862.0,477162809,Hrithik Roshan,268407730,Rajkumar Hirani,Drama,5.6
Fire 835,2025,169691569.0,539621652.0,369930083,Kartik Aaryan,462075402,Imtiaz Ali,Fantasy,5.4
Mission 836,2021,108485918.0,808518240.0,700032322,Kartik Aaryan,71289519,Karan Johar,Action,5.3
Hero 837,2021,45832839.0,745351867.0,699519028,Deepika Padukone,407840586,Sanjay Leela Bhansali,Crime,6.3
Storm 838,2003,280794919.0,,773065067,Kareena Kapoor,195026970,Karan Johar,Crime,
Shadow 839,2022,372721833.0,,755023052,Hrithik Roshan,224631336,Anurag Kashyap,Fantasy,8.7
Mission 840,2004,185616037.0,855340425.0,669724388,Deepika Padukone,269239928,Siddharth Anand,Crime,4.4
Sultan 841,2015,450463224.0,700189538.0,249726314,Kangana Ranaut,106632999,Imtiaz Ali,Action,7.3
Sultan 842,2002,370450916.0,1140348418.0,769897502,Aamir Khan,383667304,Zoya Akhtar,Comedy,6.4
Warrior 843,2006,247328157.0,945449577.0,698121420,Aamir Khan,469093130,Rohit Shetty,Fantasy,
Queen 844,2024,118307288.0,1065620764.0,947313476,Akshay Kumar,221135842,Sanjay Leela Bhansali,Romance,4.5
Raja 845,2021,,386969371.0,17829864,Akshay Kumar,493673723,Rohit Shetty,Comedy,8.0
King 846,2017,346503406.0,500028518.0,153525112,Kartik Aaryan,131196332,Karan Johar,Fantasy,4.7
Queen 847,2020,179780178.0,142645083.0,-37135095,Ajay Devgn,134228918,Siddharth Anand,Romance,4.4
Zara 848,2006,230705933.0,504475861.0,273769928,Kareena Kapoor,341515398,Siddharth Anand,Drama,7.9
Hero 849,2003,332051221.0,630323985.0,298272764,Alia Bhatt,393831467,Karan Johar,Comedy,5.8
Love 850,2021,268841778.0,291333831.0,22492053,Ranveer Singh,29475126,Siddharth Anand,Fantasy,6.8
Alpha 851,2007,21388847.0,633188198.0,611799351,Kareena Kapoor,86602146,Zoya Akhtar,Romance,8.1
King 852,2015,169243820.0,336152324.0,166908504,Salman Khan,221728140,Sanjay Leela Bhansali,Action,5.3
Mission 853,2010,82084053.0,330720049.0,248635996,Ranveer Singh,365531230,Rajkumar Hirani,Musical,8.4
Raja 854,2023,187849373.0,505851207.0,318001834,Akshay Kumar,130497393,Rajkumar Hirani,Romance,8.4
Warrior 855,2010,108540225.0,533521614.0,424981389,Alia Bhatt,23244130,Rohit Shetty,Crime,4.4
Raja 856,2004,59262948.0,195745940.0,136482992,Kartik Aaryan,314660042,Sanjay Leela Bhansali,Romance,6.8
Raja 857,2007,237642273.0,377088452.0,139446179,Kartik Aaryan,153664444,Zoya Akhtar,Thriller,7.2
Tiger 858,2002,203049081.0,580660826.0,377611745,Ajay Devgn,110068707,Siddharth Anand,Crime,6.3
Storm 859,2015,20635991.0,788751348.0,768115357,Ajay Devgn,249457169,Rohit Shetty,Thriller,7.3
Tiger 860,2009,253526312.0,507637646.0,254111334,Ajay Devgn,321797742,Siddharth Anand,Drama,5.8
Alpha 861,2000,472597574.0,960219895.0,487622321,Deepika Padukone,409416835,Anurag Kashyap,Crime,6.2
Queen 862,2015,175254677.0,813575493.0,638320816,Kartik Aaryan,58243653,Karan Johar,Action,9.5
Storm 863,2013,147040818.0,925186076.0,778145258,Kareena Kapoor,407752488,Anurag Kashyap,Musical,7.9
Queen 864,2013,404956714.0,619947407.0,214990693,Akshay Kumar,276476957,Rajkumar Hirani,Horror,7.5
Hero 865,2019,254529005.0,1218426067.0,963897062,Alia Bhatt,99117264,Zoya Akhtar,Romance,
Storm 866,2002,355958214.0,1070043061.0,714084847,Ajay Devgn,233495802,Rohit Shetty,Musical,9.0
Fire 867,2009,278782713.0,1267824887.0,989042174,Ayushmann Khurrana,373522010,Karan Johar,Thriller,8.0
Zara 868,2020,317418561.0,1101384293.0,783965732,Kareena Kapoor,204894483,Imtiaz Ali,Thriller,8.1
Sultan 869,2026,273991917.0,225686908.0,-48305009,Shah Rukh Khan,57495864,Karan Johar,Musical,6.3
Sultan 870,2022,82118977.0,244741899.0,162622922,Hrithik Roshan,117702092,Rohit Shetty,Crime,7.1
Storm 871,2024,113017385.0,341494383.0,228476998,Kangana Ranaut,239468750,Siddharth Anand,Drama,8.8
Hero 872,2002,193691415.0,175545735.0,-18145680,Kartik Aaryan,146046620,Siddharth Anand,Crime,7.7
Alpha 873,2021,322698016.0,1120102757.0,797404741,Aamir Khan,71991573,Sanjay Leela Bhansali,Musical,8.4
Hero 874,2015,264064378.0,1026792064.0,762727686,Ranveer Singh,344469505,Karan Johar,Horror,6.0
King 875,2021,,580269913.0,356342236,Kartik Aaryan,50731316,Anurag Kashyap,Horror,8.4
Love 876,2004,23787072.0,620082132.0,596295060,Shah Rukh Khan,486543658,Zoya Akhtar,Romance,6.0
Queen 877,2021,110896801.0,64256651.0,-46640150,Alia Bhatt,456271528,Anurag Kashyap,Action,7.5
Shadow 878,2014,135390846.0,736897671.0,601506825,Hrithik Roshan,234837051,Rohit Shetty,Horror,6.4
Love 879,2022,495977032.0,553840543.0,57863511,Deepika Padukone,226619358,Zoya Akhtar,Romance,7.9
Fire 880,2016,27043369.0,114333455.0,87290086,Hrithik Roshan,447789891,Rohit Shetty,Thriller,8.6
Mission 881,2014,72104496.0,539829031.0,467724535,Alia Bhatt,310268874,Sanjay Leela Bhansali,Romance,5.2
Queen 882,2022,25688324.0,147739641.0,122051317,Ranveer Singh,225884525,Zoya Akhtar,Romance,8.0
Shadow 883,2004,296980751.0,927247939.0,630267188,Deepika Padukone,284118360,Rohit Shetty,Horror,8.8
Shadow 884,2010,212405873.0,1139690380.0,927284507,Deepika Padukone,418877808,Karan Johar,Musical,9.3
Hero 885,2002,69798039.0,115510769.0,45712730,Ranveer Singh,417596513,Sanjay Leela Bhansali,Drama,7.2
Fire 886,2000,176858898.0,193307342.0,16448444,Kartik Aaryan,307549695,Sanjay Leela Bhansali,Fantasy,9.4
Storm 887,2004,289039398.0,951727780.0,662688382,Kartik Aaryan,337170442,Sanjay Leela Bhansali,Drama,6.2
Hero 888,2026,127523318.0,614214553.0,486691235,Alia Bhatt,264697458,Imtiaz Ali,Thriller,4.8
Legend 889,2010,175834823.0,665259083.0,489424260,Deepika Padukone,86284236,Zoya Akhtar,Crime,7.5
Alpha 890,2025,188855618.0,302818392.0,113962774,Kangana Ranaut,404810983,Sanjay Leela Bhansali,Romance,7.9
Tiger 891,2023,220350245.0,491508328.0,271158083,Kangana Ranaut,373932313,Imtiaz Ali,Action,7.0
Storm 892,2012,219950403.0,247069995.0,27119592,Ayushmann Khurrana,410173404,Zoya Akhtar,Thriller,7.8
Sultan 893,2010,413869990.0,1213497700.0,799627710,Kartik Aaryan,484852594,Rajkumar Hirani,Thriller,6.5
Hero 894,2004,122617450.0,306839702.0,184222252,Kareena Kapoor,421784806,Sanjay Leela Bhansali,Action,6.0
Love 895,2004,212161849.0,1182644093.0,970482244,Ajay Devgn,384774396,Imtiaz Ali,Action,4.5
Warrior 896,2020,191723189.0,778873418.0,587150229,Ajay Devgn,99762010,Karan Johar,Romance,4.2
Sultan 897,2020,410076331.0,763128560.0,353052229,Kareena Kapoor,391404531,Rohit Shetty,Crime,8.8
King 898,2000,74424716.0,149652689.0,75227973,Shah Rukh Khan,85525934,Siddharth Anand,Musical,5.2
Fire 899,2023,60762881.0,863682948.0,802920067,Kartik Aaryan,117225493,Karan Johar,Crime,9.5
King 900,2002,,1319104377.0,925903025,Kangana Ranaut,446933078,Imtiaz Ali,Fantasy,8.5
Storm 901,2016,272295405.0,290941508.0,18646103,Ayushmann Khurrana,469438230,Rohit Shetty,Romance,9.3
Sultan 902,2000,307813982.0,738026623.0,430212641,Kareena Kapoor,188736427,Rohit Shetty,Action,4.7
Love 903,2024,28793319.0,69642964.0,40849645,Shah Rukh Khan,291736305,Zoya Akhtar,Horror,9.3
Raja 904,2009,34785321.0,1000775527.0,965990206,Ayushmann Khurrana,440263531,Zoya Akhtar,Musical,6.4
King 905,2019,298949018.0,797191229.0,498242211,Akshay Kumar,389329775,Rohit Shetty,Action,5.3
Sultan 906,2019,306390663.0,488361813.0,181971150,Kartik Aaryan,212771640,Zoya Akhtar,Comedy,8.0
Shadow 907,2005,224780240.0,664479263.0,439699023,Shah Rukh Khan,156461520,Karan Johar,Comedy,6.9
Fire 908,2020,113416058.0,830545504.0,717129446,Ranveer Singh,322603078,Imtiaz Ali,Fantasy,8.5
Legend 909,2007,51620700.0,291665460.0,240044760,Shah Rukh Khan,305330875,Rohit Shetty,Musical,6.2
Storm 910,2008,88560122.0,971486467.0,882926345,Kareena Kapoor,141206915,Zoya Akhtar,Action,4.5
Storm 911,2003,104345063.0,619644012.0,515298949,Deepika Padukone,490036885,Zoya Akhtar,Crime,4.5
Hero 912,2019,63185735.0,975870704.0,912684969,Aamir Khan,111669321,Anurag Kashyap,Fantasy,5.0
Warrior 913,2019,483531495.0,1345814775.0,862283280,Ajay Devgn,276013266,Imtiaz Ali,Thriller,4.1
Queen 914,2018,404826882.0,641913135.0,237086253,Aamir Khan,409456504,Anurag Kashyap,Romance,7.7
King 915,2025,261613047.0,750877597.0,489264550,Ranbir Kapoor,168081329,Karan Johar,Musical,9.2
Love 916,2002,174100769.0,560592696.0,386491927,Kareena Kapoor,187899350,Rohit Shetty,Drama,4.4
Zara 917,2023,163465012.0,708489539.0,545024527,Hrithik Roshan,453977945,Rajkumar Hirani,Fantasy,7.7
Shadow 918,2021,486784605.0,1008454784.0,521670179,Deepika Padukone,86943285,Karan Johar,Action,7.4
Fire 919,2017,412474917.0,732980941.0,320506024,Akshay Kumar,416738559,Rajkumar Hirani,Crime,9.3
Raja 920,2005,50331019.0,394448955.0,344117936,Kangana Ranaut,91574986,Anurag Kashyap,Action,6.3
Mission 921,2021,144091682.0,987151111.0,843059429,Ayushmann Khurrana,476757450,Rohit Shetty,Thriller,5.6
Legend 922,2012,126749663.0,1067873887.0,941124224,Ranbir Kapoor,365193842,Rajkumar Hirani,Crime,
Tiger 923,2010,,500165229.0,329989445,Shah Rukh Khan,22767254,Anurag Kashyap,Comedy,6.2
Warrior 924,2016,492383863.0,607429435.0,115045572,Ajay Devgn,86487512,Siddharth Anand,Action,4.9
Hero 925,2011,239964075.0,1147949432.0,907985357,Salman Khan,307992258,Zoya Akhtar,Drama,9.4
Fire 926,2013,,348846852.0,335727515,Kangana Ranaut,400759286,Sanjay Leela Bhansali,Drama,5.0
Mission 927,2001,96067116.0,761399095.0,665331979,Akshay Kumar,277319535,Zoya Akhtar,Drama,6.3
King 928,2024,420380210.0,,787881000,Ajay Devgn,289433273,Karan Johar,Comedy,4.6
Warrior 929,2000,421986656.0,1106896003.0,684909347,Akshay Kumar,47938673,Anurag Kashyap,Fantasy,9.4
Tiger 930,2002,418505021.0,829088659.0,410583638,Akshay Kumar,351578541,Imtiaz Ali,Musical,5.0
Fire 931,2007,367733434.0,1198856083.0,831122649,Ajay Devgn,126521879,Siddharth Anand,Drama,7.9
Legend 932,2020,350632350.0,460325783.0,109693433,Akshay Kumar,84672110,Imtiaz Ali,Fantasy,4.2
Legend 933,2006,58820587.0,936909455.0,878088868,Aamir Khan,224200272,Karan Johar,Musical,5.7
Tiger 934,2001,283730984.0,692296936.0,408565952,Alia Bhatt,47732330,Zoya Akhtar,Drama,5.5
King 935,2001,107577162.0,101481533.0,-6095629,Aamir Khan,47987420,Anurag Kashyap,Romance,5.6
Hero 936,2015,205196192.0,514128915.0,308932723,Ranbir Kapoor,79876470,Rohit Shetty,Action,7.8
Storm 937,2011,408858589.0,1195097642.0,786239053,Kartik Aaryan,303930656,Anurag Kashyap,Romance,7.6
Sultan 938,2020,408673593.0,1004889142.0,596215549,Shah Rukh Khan,42032609,Sanjay Leela Bhansali,Romance,7.9
King 939,2009,399419669.0,858586445.0,459166776,Kareena Kapoor,128447451,Imtiaz Ali,Action,4.7
Storm 940,2017,196476491.0,1107382039.0,910905548,Ranveer Singh,260777057,Rohit Shetty,Fantasy,4.4
Alpha 941,2005,331668172.0,576033032.0,244364860,Deepika Padukone,89221043,Zoya Akhtar,Action,9.3
Love 942,2012,275765004.0,960949884.0,685184880,Ayushmann Khurrana,487214983,Rohit Shetty,Comedy,6.4
Legend 943,2008,121091798.0,268731533.0,147639735,Aamir Khan,105900984,Sanjay Leela Bhansali,Action,8.8
Warrior 944,2008,172892094.0,1038230241.0,865338147,Akshay Kumar,179109041,Zoya Akhtar,Musical,4.7
Shadow 945,2004,484380466.0,732619235.0,248238769,Salman Khan,165188606,Rajkumar Hirani,Romance,9.4
Shadow 946,2019,208164508.0,506660169.0,298495661,Shah Rukh Khan,398741874,Zoya Akhtar,Comedy,6.2
Love 947,2000,,784042138.0,331697128,Akshay Kumar,412171679,Zoya Akhtar,Comedy,5.4
Storm 948,2018,67146006.0,793034202.0,725888196,Deepika Padukone,389429136,Karan Johar,Thriller,8.8
Raja 949,2010,154307415.0,323263378.0,168955963,Kartik Aaryan,358121652,Karan Johar,Comedy,6.5
Tiger 950,2002,276267131.0,421165811.0,144898680,Hrithik Roshan,119336162,Imtiaz Ali,Romance,7.1
Hero 951,2005,485266611.0,626107323.0,140840712,Kangana Ranaut,231633082,Sanjay Leela Bhansali,Drama,4.8
Queen 952,2003,,914483481.0,515624165,Salman Khan,410178787,Rajkumar Hirani,Drama,6.1
Shadow 953,2001,80963086.0,297619287.0,216656201,Kareena Kapoor,64880016,Zoya Akhtar,Comedy,
Storm 954,2003,301182765.0,1041597950.0,740415185,Kangana Ranaut,201671702,Rohit Shetty,Romance,4.8
Hero 955,2010,267111982.0,383019398.0,115907416,Akshay Kumar,49997934,Zoya Akhtar,Musical,4.7
Warrior 956,2026,232954262.0,335248462.0,102294200,Aamir Khan,140426991,Rajkumar Hirani,Romance,6.3
Mission 957,2021,216557756.0,903967439.0,687409683,Deepika Padukone,461729260,Rohit Shetty,Crime,4.9
King 958,2002,340549684.0,648883949.0,308334265,Shah Rukh Khan,213538476,Rohit Shetty,Action,7.3
Shadow 959,2013,90648767.0,999626435.0,908977668,Alia Bhatt,388916603,Zoya Akhtar,Thriller,5.9
Mission 960,2008,445251670.0,1369119029.0,923867359,Deepika Padukone,448789961,Rohit Shetty,Action,8.7
Sultan 961,2012,249817761.0,974354402.0,724536641,Kareena Kapoor,441736845,Siddharth Anand,Drama,4.6
King 962,2004,107641967.0,881776842.0,774134875,Ajay Devgn,209305384,Anurag Kashyap,Crime,6.3
King 963,2004,440646129.0,1404290905.0,963644776,Alia Bhatt,152020919,Karan Johar,Fantasy,7.0
Raja 964,2012,,628697200.0,573805279,Deepika Padukone,246474033,Sanjay Leela Bhansali,Drama,
Warrior 965,2015,81722021.0,1020535269.0,938813248,Shah Rukh Khan,51985364,Anurag Kashyap,Horror,8.7
Sultan 966,2026,468118502.0,1010287531.0,542169029,Ajay Devgn,150189805,Sanjay Leela Bhansali,Romance,4.3
Queen 967,2023,24144873.0,721600750.0,697455877,Ajay Devgn,219546452,Rajkumar Hirani,Drama,7.6
Alpha 968,2004,206088999.0,307784554.0,101695555,Shah Rukh Khan,151557967,Rohit Shetty,Action,7.1
Fire 969,2004,411636954.0,927982115.0,516345161,Deepika Padukone,180796971,Siddharth Anand,Fantasy,
Zara 970,2004,42212683.0,938347957.0,896135274,Alia Bhatt,37243813,Imtiaz Ali,Musical,4.9
Tiger 971,2017,391933597.0,1232622019.0,840688422,Ranbir Kapoor,327125129,Zoya Akhtar,Romance,6.3
Sultan 972,2023,123743750.0,503672574.0,379928824,Kartik Aaryan,50063066,Sanjay Leela Bhansali,Fantasy,5.0
Love 973,2022,261489713.0,724111526.0,462621813,Ranveer Singh,370415616,Karan Johar,Fantasy,4.9
Zara 974,2003,51773163.0,391221068.0,339447905,Kartik Aaryan,438113595,Anurag Kashyap,Action,5.3
Alpha 975,2024,498384499.0,780299697.0,281915198,Akshay Kumar,316187055,Sanjay Leela Bhansali,Action,
Storm 976,2015,34524592.0,36116711.0,1592119,Ranveer Singh,70042238,Zoya Akhtar,Action,9.4
King 977,2024,219723953.0,948925643.0,729201690,Ranveer Singh,89533848,Rohit Shetty,Horror,6.2
Sultan 978,2000,325237448.0,1130010348.0,804772900,Ajay Devgn,276062208,Rajkumar Hirani,Thriller,4.9
Fire 979,2007,484809747.0,666359158.0,181549411,Kareena Kapoor,385855910,Imtiaz Ali,Comedy,9.5
Warrior 980,2024,193295937.0,623774145.0,430478208,Kareena Kapoor,90436162,Anurag Kashyap,Thriller,6.0
Storm 981,2021,218109567.0,424852654.0,206743087,Akshay Kumar,347699148,Rohit Shetty,Comedy,
Storm 982,2009,303741428.0,1185248614.0,881507186,Kareena Kapoor,439535366,Rohit Shetty,Crime,4.5
